day,insightTrafficSourceType,views,estimatedMinutesWatched
2023-01-11,YT_CHANNEL,1,4
2023-01-11,YT_SEARCH,194,864
2023-01-11,RELATED_VIDEO,35,177
2023-01-11,YT_OTHER_PAGE,16,77
2023-01-11,EXT_URL,19,84
2023-01-12,NO_LINK_OTHER,13,35
2023-01-12,SUBSCRIBER,15,12
2023-01-12,YT_CHANNEL,1,1
2023-01-12,YT_SEARCH,183,698
2023-01-12,RELATED_VIDEO,40,157
2023-01-12,YT_OTHER_PAGE,30,70
2023-01-12,EXT_URL,32,211
2023-01-12,PLAYLIST,1,31
2023-01-12,NOTIFICATION,2,0
2023-01-12,END_SCREEN,1,0
2023-01-13,NO_LINK_OTHER,10,20
2023-01-13,SUBSCRIBER,7,7
2023-01-13,YT_CHANNEL,1,0
2023-01-13,YT_SEARCH,147,615
2023-01-13,RELATED_VIDEO,24,77
2023-01-13,YT_OTHER_PAGE,19,138
2023-01-13,EXT_URL,14,38
2023-01-13,END_SCREEN,1,0
2023-01-14,NO_LINK_OTHER,10,27
2023-01-14,SUBSCRIBER,14,37
2023-01-14,YT_CHANNEL,1,1
2023-01-14,YT_SEARCH,127,459
2023-01-14,RELATED_VIDEO,19,97
2023-01-14,YT_OTHER_PAGE,9,27
2023-01-14,EXT_URL,13,31
2023-01-14,PLAYLIST,1,18
2023-01-14,NOTIFICATION,1,0
2023-01-15,NO_LINK_OTHER,6,11
2023-01-15,SUBSCRIBER,12,79
2023-01-15,YT_CHANNEL,2,2
2023-01-15,YT_SEARCH,130,415
2023-01-15,RELATED_VIDEO,13,29
2023-01-15,YT_OTHER_PAGE,7,23
2023-01-15,EXT_URL,20,79
2023-01-15,PLAYLIST,2,12
2023-01-16,NO_LINK_OTHER,19,72
2023-01-16,SUBSCRIBER,12,124
2023-01-16,YT_CHANNEL,1,0
2023-01-16,YT_SEARCH,196,636
2023-01-16,RELATED_VIDEO,26,134
2023-01-16,YT_OTHER_PAGE,20,78
2023-01-16,EXT_URL,27,56
2023-01-16,PLAYLIST,2,8
2023-01-16,END_SCREEN,1,0
2023-01-17,NO_LINK_OTHER,17,76
2023-01-17,SUBSCRIBER,21,52
2023-01-17,YT_CHANNEL,3,7
2023-01-17,YT_SEARCH,221,856
2023-01-17,RELATED_VIDEO,37,184
2023-01-17,YT_OTHER_PAGE,14,48
2023-01-17,EXT_URL,25,52
2023-01-17,END_SCREEN,2,0
2023-01-18,NO_LINK_OTHER,23,81
2023-01-18,SUBSCRIBER,25,117
2023-01-18,YT_CHANNEL,1,1
2023-01-18,YT_SEARCH,192,723
2023-01-18,RELATED_VIDEO,43,153
2023-01-18,YT_OTHER_PAGE,22,84
2023-01-18,EXT_URL,34,139
2023-01-18,PLAYLIST,1,0
2023-01-19,NO_LINK_OTHER,17,145
2023-01-19,SUBSCRIBER,16,65
2023-01-19,YT_CHANNEL,8,6
2023-01-19,YT_SEARCH,183,633
2023-01-19,RELATED_VIDEO,20,64
2023-01-19,YT_OTHER_PAGE,15,56
2023-01-19,EXT_URL,31,112
2023-01-20,NO_LINK_OTHER,13,99
2023-01-20,SUBSCRIBER,9,14
2023-01-20,YT_CHANNEL,2,8
2023-01-20,YT_SEARCH,171,656
2023-01-20,RELATED_VIDEO,27,227
2023-01-20,YT_OTHER_PAGE,16,52
2023-01-20,EXT_URL,52,138
2023-01-21,NO_LINK_OTHER,8,14
2023-01-21,SUBSCRIBER,11,56
2023-01-21,YT_CHANNEL,4,1
2023-01-21,YT_SEARCH,153,615
2023-01-21,RELATED_VIDEO,24,132
2023-01-21,YT_OTHER_PAGE,15,92
2023-01-21,EXT_URL,20,90
2023-01-21,PLAYLIST,1,19
2023-01-21,END_SCREEN,1,1
2023-01-22,NO_LINK_OTHER,11,41
2023-01-22,SUBSCRIBER,18,165
2023-01-22,YT_CHANNEL,2,18
2023-01-22,YT_SEARCH,193,643
2023-01-22,RELATED_VIDEO,18,61
2023-01-22,YT_OTHER_PAGE,12,58
2023-01-22,EXT_URL,34,108
2023-01-22,PLAYLIST,1,6
2023-01-23,NO_LINK_OTHER,8,60
2023-01-23,SUBSCRIBER,16,40
2023-01-23,YT_CHANNEL,1,0
2023-01-23,YT_SEARCH,232,887
2023-01-23,RELATED_VIDEO,32,181
2023-01-23,YT_OTHER_PAGE,16,111
2023-01-23,EXT_URL,34,105
2023-01-23,PLAYLIST,4,74
2023-01-23,END_SCREEN,1,8
2023-01-24,NO_LINK_OTHER,17,34
2023-01-24,SUBSCRIBER,12,11
2023-01-24,YT_CHANNEL,6,5
2023-01-24,YT_SEARCH,251,1018
2023-01-24,RELATED_VIDEO,36,152
2023-01-24,YT_OTHER_PAGE,27,159
2023-01-24,EXT_URL,33,94
2023-01-24,PLAYLIST,2,6
2023-01-25,NO_LINK_OTHER,39,127
2023-01-25,SUBSCRIBER,13,11
2023-01-25,YT_CHANNEL,3,0
2023-01-25,YT_SEARCH,277,765
2023-01-25,RELATED_VIDEO,25,157
2023-01-25,YT_OTHER_PAGE,40,164
2023-01-25,EXT_URL,66,180
2023-01-26,NO_LINK_OTHER,18,16
2023-01-26,SUBSCRIBER,10,46
2023-01-26,YT_CHANNEL,1,0
2023-01-26,YT_SEARCH,183,608
2023-01-26,RELATED_VIDEO,21,84
2023-01-26,YT_OTHER_PAGE,27,134
2023-01-26,EXT_URL,22,61
2023-01-26,END_SCREEN,1,2
2023-01-27,NO_LINK_OTHER,19,83
2023-01-27,SUBSCRIBER,18,71
2023-01-27,YT_SEARCH,152,578
2023-01-27,RELATED_VIDEO,27,137
2023-01-27,YT_OTHER_PAGE,16,79
2023-01-27,EXT_URL,21,33
2023-01-28,NO_LINK_OTHER,5,23
2023-01-28,SUBSCRIBER,13,39
2023-01-28,YT_SEARCH,173,688
2023-01-28,RELATED_VIDEO,26,97
2023-01-28,YT_OTHER_PAGE,12,17
2023-01-28,EXT_URL,21,54
2023-01-28,PLAYLIST,1,0
2023-01-29,NO_LINK_OTHER,17,69
2023-01-29,SUBSCRIBER,12,64
2023-01-29,YT_CHANNEL,6,3
2023-01-29,YT_SEARCH,180,644
2023-01-29,RELATED_VIDEO,17,152
2023-01-29,YT_OTHER_PAGE,20,54
2023-01-29,EXT_URL,24,56
2023-01-30,NO_LINK_OTHER,10,54
2023-01-30,SUBSCRIBER,9,17
2023-01-30,YT_CHANNEL,2,18
2023-01-30,YT_SEARCH,232,809
2023-01-30,RELATED_VIDEO,47,264
2023-01-30,YT_OTHER_PAGE,14,80
2023-01-30,EXT_URL,30,90
2023-01-30,PLAYLIST,1,46
2023-01-30,END_SCREEN,1,0
2023-01-31,NO_LINK_OTHER,16,40
2023-01-31,SUBSCRIBER,15,13
2023-01-31,YT_CHANNEL,1,1
2023-01-31,YT_SEARCH,232,819
2023-01-31,RELATED_VIDEO,41,154
2023-01-31,YT_OTHER_PAGE,16,59
2023-01-31,EXT_URL,45,203
2023-01-31,PLAYLIST,1,25
2023-01-31,END_SCREEN,2,0
2023-02-01,NO_LINK_OTHER,9,29
2023-02-01,SUBSCRIBER,16,110
2023-02-01,YT_SEARCH,232,1090
2023-02-01,RELATED_VIDEO,26,138
2023-02-01,YT_OTHER_PAGE,22,139
2023-02-01,EXT_URL,33,109
2023-02-01,PLAYLIST,1,0
2023-02-02,NO_LINK_OTHER,14,38
2023-02-02,SUBSCRIBER,12,30
2023-02-02,YT_CHANNEL,6,13
2023-02-02,YT_SEARCH,234,945
2023-02-02,RELATED_VIDEO,27,303
2023-02-02,YT_OTHER_PAGE,18,100
2023-02-02,EXT_URL,30,107
2023-02-02,PLAYLIST,1,39
2023-02-03,NO_LINK_OTHER,9,115
2023-02-03,SUBSCRIBER,9,31
2023-02-03,YT_CHANNEL,2,1
2023-02-03,YT_SEARCH,217,687
2023-02-03,RELATED_VIDEO,33,131
2023-02-03,YT_OTHER_PAGE,16,120
2023-02-03,EXT_URL,19,30
2023-02-03,PLAYLIST,1,0
2023-02-04,NO_LINK_OTHER,12,74
2023-02-04,SUBSCRIBER,17,41
2023-02-04,YT_SEARCH,188,502
2023-02-04,RELATED_VIDEO,29,115
2023-02-04,YT_OTHER_PAGE,11,52
2023-02-04,EXT_URL,22,73
2023-02-04,PLAYLIST,1,39
2023-02-04,END_SCREEN,1,0
2023-02-05,NO_LINK_OTHER,7,62
2023-02-05,SUBSCRIBER,17,17
2023-02-05,YT_SEARCH,204,646
2023-02-05,RELATED_VIDEO,30,89
2023-02-05,YT_OTHER_PAGE,19,150
2023-02-05,EXT_URL,21,51
2023-02-05,PLAYLIST,1,4
2023-02-05,END_SCREEN,1,0
2023-02-06,NO_LINK_OTHER,10,134
2023-02-06,SUBSCRIBER,18,91
2023-02-06,YT_CHANNEL,2,0
2023-02-06,YT_SEARCH,270,969
2023-02-06,RELATED_VIDEO,31,188
2023-02-06,YT_OTHER_PAGE,16,99
2023-02-06,EXT_URL,30,143
2023-02-06,PLAYLIST,1,25
2023-02-06,END_SCREEN,2,0
2023-02-07,NO_LINK_OTHER,23,211
2023-02-07,SUBSCRIBER,19,109
2023-02-07,YT_CHANNEL,1,0
2023-02-07,YT_SEARCH,258,1409
2023-02-07,RELATED_VIDEO,18,126
2023-02-07,YT_OTHER_PAGE,19,135
2023-02-07,EXT_URL,43,203
2023-02-07,PLAYLIST,1,0
2023-02-08,NO_LINK_OTHER,13,58
2023-02-08,SUBSCRIBER,20,59
2023-02-08,YT_CHANNEL,2,0
2023-02-08,YT_SEARCH,253,963
2023-02-08,RELATED_VIDEO,20,152
2023-02-08,YT_OTHER_PAGE,19,72
2023-02-08,EXT_URL,22,97
2023-02-08,END_SCREEN,1,0
2023-02-09,NO_LINK_OTHER,12,54
2023-02-09,SUBSCRIBER,9,82
2023-02-09,YT_CHANNEL,1,6
2023-02-09,YT_SEARCH,253,1064
2023-02-09,RELATED_VIDEO,39,250
2023-02-09,YT_OTHER_PAGE,15,107
2023-02-09,EXT_URL,16,92
2023-02-09,END_SCREEN,1,0
2023-02-10,NO_LINK_OTHER,13,84
2023-02-10,SUBSCRIBER,25,106
2023-02-10,YT_CHANNEL,1,4
2023-02-10,YT_SEARCH,197,700
2023-02-10,RELATED_VIDEO,18,94
2023-02-10,YT_OTHER_PAGE,23,138
2023-02-10,EXT_URL,30,120
2023-02-10,END_SCREEN,1,0
2023-02-11,NO_LINK_OTHER,9,6
2023-02-11,SUBSCRIBER,18,41
2023-02-11,YT_SEARCH,179,622
2023-02-11,RELATED_VIDEO,12,48
2023-02-11,YT_OTHER_PAGE,21,126
2023-02-11,EXT_URL,30,28
2023-02-11,PLAYLIST,2,7
2023-02-12,NO_LINK_OTHER,4,20
2023-02-12,SUBSCRIBER,24,90
2023-02-12,YT_CHANNEL,1,0
2023-02-12,YT_SEARCH,188,660
2023-02-12,RELATED_VIDEO,24,93
2023-02-12,YT_OTHER_PAGE,17,34
2023-02-12,EXT_URL,20,31
2023-02-12,PLAYLIST,1,48
2023-02-12,END_SCREEN,1,1
2023-02-13,NO_LINK_OTHER,13,59
2023-02-13,SUBSCRIBER,12,16
2023-02-13,YT_SEARCH,251,897
2023-02-13,RELATED_VIDEO,27,105
2023-02-13,YT_OTHER_PAGE,24,106
2023-02-13,EXT_URL,24,111
2023-02-14,NO_LINK_OTHER,14,19
2023-02-14,SUBSCRIBER,21,65
2023-02-14,YT_CHANNEL,1,0
2023-02-14,YT_SEARCH,218,815
2023-02-14,RELATED_VIDEO,26,175
2023-02-14,YT_OTHER_PAGE,12,38
2023-02-14,EXT_URL,36,173
2023-02-14,END_SCREEN,2,0
2023-02-15,NO_LINK_OTHER,9,62
2023-02-15,SUBSCRIBER,19,50
2023-02-15,YT_SEARCH,238,943
2023-02-15,RELATED_VIDEO,35,149
2023-02-15,YT_OTHER_PAGE,10,26
2023-02-15,EXT_URL,35,68
2023-02-16,NO_LINK_OTHER,8,41
2023-02-16,SUBSCRIBER,16,75
2023-02-16,YT_CHANNEL,2,0
2023-02-16,YT_SEARCH,247,945
2023-02-16,RELATED_VIDEO,29,164
2023-02-16,YT_OTHER_PAGE,21,106
2023-02-16,EXT_URL,31,104
2023-02-17,NO_LINK_OTHER,16,59
2023-02-17,SUBSCRIBER,19,61
2023-02-17,YT_CHANNEL,1,0
2023-02-17,YT_SEARCH,199,656
2023-02-17,RELATED_VIDEO,32,128
2023-02-17,YT_OTHER_PAGE,16,97
2023-02-17,EXT_URL,38,155
2023-02-18,NO_LINK_OTHER,14,190
2023-02-18,SUBSCRIBER,18,140
2023-02-18,YT_CHANNEL,7,9
2023-02-18,YT_SEARCH,191,618
2023-02-18,RELATED_VIDEO,27,90
2023-02-18,YT_OTHER_PAGE,8,52
2023-02-18,EXT_URL,24,94
2023-02-18,PLAYLIST,1,4
2023-02-19,NO_LINK_OTHER,17,54
2023-02-19,SUBSCRIBER,16,83
2023-02-19,YT_CHANNEL,3,3
2023-02-19,YT_SEARCH,218,650
2023-02-19,RELATED_VIDEO,25,86
2023-02-19,YT_OTHER_PAGE,15,56
2023-02-19,EXT_URL,41,109
2023-02-19,PLAYLIST,2,0
2023-02-20,NO_LINK_OTHER,23,85
2023-02-20,SUBSCRIBER,15,63
2023-02-20,YT_CHANNEL,2,1
2023-02-20,YT_SEARCH,219,687
2023-02-20,RELATED_VIDEO,34,229
2023-02-20,YT_OTHER_PAGE,14,45
2023-02-20,EXT_URL,96,226
2023-02-20,PLAYLIST,2,0
2023-02-21,NO_LINK_OTHER,26,104
2023-02-21,SUBSCRIBER,16,128
2023-02-21,YT_CHANNEL,3,1
2023-02-21,YT_SEARCH,300,1058
2023-02-21,RELATED_VIDEO,33,128
2023-02-21,YT_OTHER_PAGE,24,76
2023-02-21,EXT_URL,54,211
2023-02-21,PLAYLIST,2,2
2023-02-21,END_SCREEN,2,0
2023-02-22,NO_LINK_OTHER,14,59
2023-02-22,SUBSCRIBER,18,29
2023-02-22,YT_SEARCH,271,1036
2023-02-22,RELATED_VIDEO,33,186
2023-02-22,YT_OTHER_PAGE,20,76
2023-02-22,EXT_URL,49,100
2023-02-22,END_SCREEN,3,0
2023-02-23,NO_LINK_OTHER,18,153
2023-02-23,SUBSCRIBER,14,36
2023-02-23,YT_SEARCH,248,792
2023-02-23,RELATED_VIDEO,37,152
2023-02-23,YT_OTHER_PAGE,15,30
2023-02-23,EXT_URL,30,112
2023-02-23,END_SCREEN,1,0
2023-02-24,NO_LINK_OTHER,23,138
2023-02-24,SUBSCRIBER,18,121
2023-02-24,YT_CHANNEL,3,0
2023-02-24,YT_SEARCH,209,676
2023-02-24,RELATED_VIDEO,50,304
2023-02-24,YT_OTHER_PAGE,16,167
2023-02-24,EXT_URL,36,170
2023-02-24,PLAYLIST,3,0
2023-02-25,NO_LINK_OTHER,13,85
2023-02-25,SUBSCRIBER,15,96
2023-02-25,YT_SEARCH,181,473
2023-02-25,RELATED_VIDEO,33,130
2023-02-25,YT_OTHER_PAGE,21,57
2023-02-25,EXT_URL,34,103
2023-02-25,PLAYLIST,1,0
2023-02-25,END_SCREEN,1,4
2023-02-26,NO_LINK_OTHER,11,57
2023-02-26,SUBSCRIBER,13,36
2023-02-26,YT_CHANNEL,1,0
2023-02-26,YT_SEARCH,308,806
2023-02-26,RELATED_VIDEO,39,312
2023-02-26,YT_OTHER_PAGE,20,95
2023-02-26,EXT_URL,32,102
2023-02-26,PLAYLIST,1,2
2023-02-27,NO_LINK_OTHER,20,89
2023-02-27,SUBSCRIBER,7,5
2023-02-27,YT_SEARCH,245,831
2023-02-27,RELATED_VIDEO,40,211
2023-02-27,YT_OTHER_PAGE,22,137
2023-02-27,EXT_URL,45,95
2023-02-27,PLAYLIST,4,55
2023-02-27,END_SCREEN,1,0
2023-02-28,NO_LINK_OTHER,17,63
2023-02-28,SUBSCRIBER,11,42
2023-02-28,YT_CHANNEL,2,0
2023-02-28,YT_SEARCH,274,955
2023-02-28,RELATED_VIDEO,57,326
2023-02-28,YT_OTHER_PAGE,30,126
2023-02-28,EXT_URL,55,247
2023-02-28,PLAYLIST,1,0
2023-03-01,NO_LINK_OTHER,21,151
2023-03-01,SUBSCRIBER,15,24
2023-03-01,YT_CHANNEL,2,1
2023-03-01,YT_SEARCH,283,1031
2023-03-01,RELATED_VIDEO,54,298
2023-03-01,YT_OTHER_PAGE,22,69
2023-03-01,EXT_URL,53,140
2023-03-01,PLAYLIST,3,19
2023-03-01,END_SCREEN,3,1
2023-03-02,NO_LINK_OTHER,12,62
2023-03-02,SUBSCRIBER,12,53
2023-03-02,YT_SEARCH,266,775
2023-03-02,RELATED_VIDEO,37,147
2023-03-02,YT_OTHER_PAGE,27,143
2023-03-02,EXT_URL,37,104
2023-03-02,END_SCREEN,1,0
2023-03-03,NO_LINK_OTHER,15,43
2023-03-03,SUBSCRIBER,9,6
2023-03-03,YT_CHANNEL,1,4
2023-03-03,YT_SEARCH,192,640
2023-03-03,RELATED_VIDEO,38,173
2023-03-03,YT_OTHER_PAGE,21,130
2023-03-03,EXT_URL,27,118
2023-03-03,END_SCREEN,1,0
2023-03-04,NO_LINK_OTHER,6,35
2023-03-04,SUBSCRIBER,13,77
2023-03-04,YT_CHANNEL,1,0
2023-03-04,YT_SEARCH,186,437
2023-03-04,RELATED_VIDEO,34,77
2023-03-04,YT_OTHER_PAGE,28,184
2023-03-04,EXT_URL,25,101
2023-03-04,PLAYLIST,2,0
2023-03-04,END_SCREEN,1,0
2023-03-05,NO_LINK_OTHER,14,44
2023-03-05,SUBSCRIBER,24,103
2023-03-05,YT_CHANNEL,1,0
2023-03-05,YT_SEARCH,244,790
2023-03-05,RELATED_VIDEO,57,176
2023-03-05,YT_OTHER_PAGE,20,93
2023-03-05,EXT_URL,30,41
2023-03-05,END_SCREEN,2,0
2023-03-06,NO_LINK_OTHER,18,42
2023-03-06,SUBSCRIBER,11,9
2023-03-06,YT_CHANNEL,1,0
2023-03-06,YT_SEARCH,264,808
2023-03-06,RELATED_VIDEO,42,166
2023-03-06,YT_OTHER_PAGE,17,73
2023-03-06,EXT_URL,32,132
2023-03-06,END_SCREEN,2,2
2023-03-07,NO_LINK_OTHER,14,49
2023-03-07,SUBSCRIBER,13,49
2023-03-07,YT_CHANNEL,3,0
2023-03-07,YT_SEARCH,222,738
2023-03-07,RELATED_VIDEO,40,194
2023-03-07,YT_OTHER_PAGE,28,146
2023-03-07,EXT_URL,27,75
2023-03-07,PLAYLIST,1,1
2023-03-08,NO_LINK_OTHER,17,112
2023-03-08,SUBSCRIBER,11,13
2023-03-08,YT_CHANNEL,2,3
2023-03-08,YT_SEARCH,222,758
2023-03-08,RELATED_VIDEO,29,147
2023-03-08,YT_OTHER_PAGE,20,160
2023-03-08,EXT_URL,48,92
2023-03-09,NO_LINK_OTHER,21,79
2023-03-09,SUBSCRIBER,17,146
2023-03-09,YT_CHANNEL,5,14
2023-03-09,YT_SEARCH,279,818
2023-03-09,RELATED_VIDEO,35,73
2023-03-09,YT_OTHER_PAGE,26,266
2023-03-09,EXT_URL,48,117
2023-03-09,PLAYLIST,1,20
2023-03-10,NO_LINK_OTHER,13,49
2023-03-10,SUBSCRIBER,15,130
2023-03-10,YT_CHANNEL,4,0
2023-03-10,YT_SEARCH,202,624
2023-03-10,RELATED_VIDEO,43,180
2023-03-10,YT_OTHER_PAGE,15,161
2023-03-10,EXT_URL,34,58
2023-03-10,PLAYLIST,2,1
2023-03-11,NO_LINK_OTHER,7,26
2023-03-11,SUBSCRIBER,14,12
2023-03-11,YT_CHANNEL,1,0
2023-03-11,YT_SEARCH,202,688
2023-03-11,RELATED_VIDEO,31,184
2023-03-11,YT_OTHER_PAGE,28,211
2023-03-11,EXT_URL,35,79
2023-03-12,NO_LINK_OTHER,7,8
2023-03-12,SUBSCRIBER,14,22
2023-03-12,YT_CHANNEL,8,56
2023-03-12,YT_SEARCH,216,580
2023-03-12,RELATED_VIDEO,40,159
2023-03-12,YT_OTHER_PAGE,12,28
2023-03-12,EXT_URL,38,109
2023-03-12,END_SCREEN,1,0
2023-03-13,NO_LINK_OTHER,18,43
2023-03-13,SUBSCRIBER,20,93
2023-03-13,YT_CHANNEL,1,0
2023-03-13,YT_SEARCH,258,931
2023-03-13,RELATED_VIDEO,40,103
2023-03-13,YT_OTHER_PAGE,22,74
2023-03-13,EXT_URL,49,89
2023-03-13,PLAYLIST,1,0
2023-03-14,NO_LINK_OTHER,20,91
2023-03-14,SUBSCRIBER,16,41
2023-03-14,YT_SEARCH,260,976
2023-03-14,RELATED_VIDEO,49,350
2023-03-14,YT_OTHER_PAGE,21,99
2023-03-14,EXT_URL,58,115
2023-03-14,PLAYLIST,1,0
2023-03-15,NO_LINK_OTHER,24,73
2023-03-15,SUBSCRIBER,21,41
2023-03-15,YT_CHANNEL,4,1
2023-03-15,YT_SEARCH,236,758
2023-03-15,RELATED_VIDEO,50,491
2023-03-15,YT_OTHER_PAGE,31,141
2023-03-15,EXT_URL,54,120
2023-03-15,PLAYLIST,1,0
2023-03-15,END_SCREEN,2,0
2023-03-16,NO_LINK_OTHER,10,42
2023-03-16,SUBSCRIBER,11,29
2023-03-16,YT_SEARCH,233,945
2023-03-16,RELATED_VIDEO,52,303
2023-03-16,YT_OTHER_PAGE,30,128
2023-03-16,EXT_URL,31,158
2023-03-16,PLAYLIST,1,0
2023-03-16,END_SCREEN,1,0
2023-03-17,NO_LINK_OTHER,11,17
2023-03-17,SUBSCRIBER,16,31
2023-03-17,YT_CHANNEL,1,0
2023-03-17,YT_SEARCH,175,589
2023-03-17,RELATED_VIDEO,39,268
2023-03-17,YT_OTHER_PAGE,19,133
2023-03-17,EXT_URL,42,108
2023-03-17,PLAYLIST,1,0
2023-03-17,END_SCREEN,2,2
2023-03-18,NO_LINK_OTHER,11,21
2023-03-18,SUBSCRIBER,17,42
2023-03-18,YT_CHANNEL,2,4
2023-03-18,YT_SEARCH,185,521
2023-03-18,RELATED_VIDEO,31,194
2023-03-18,YT_OTHER_PAGE,9,35
2023-03-18,EXT_URL,23,96
2023-03-18,PLAYLIST,1,29
2023-03-18,END_SCREEN,1,0
2023-03-19,NO_LINK_OTHER,12,24
2023-03-19,SUBSCRIBER,7,23
2023-03-19,YT_CHANNEL,1,0
2023-03-19,YT_SEARCH,249,858
2023-03-19,RELATED_VIDEO,34,96
2023-03-19,YT_OTHER_PAGE,13,61
2023-03-19,EXT_URL,25,56
2023-03-19,PLAYLIST,3,17
2023-03-19,END_SCREEN,2,1
2023-03-20,NO_LINK_OTHER,9,21
2023-03-20,SUBSCRIBER,9,82
2023-03-20,YT_SEARCH,287,962
2023-03-20,RELATED_VIDEO,45,355
2023-03-20,YT_OTHER_PAGE,10,34
2023-03-20,EXT_URL,45,122
2023-03-20,END_SCREEN,1,0
2023-03-21,NO_LINK_OTHER,25,144
2023-03-21,SUBSCRIBER,24,135
2023-03-21,YT_CHANNEL,2,0
2023-03-21,YT_SEARCH,297,1216
2023-03-21,RELATED_VIDEO,43,214
2023-03-21,YT_OTHER_PAGE,32,133
2023-03-21,EXT_URL,59,142
2023-03-22,NO_LINK_OTHER,13,11
2023-03-22,SUBSCRIBER,23,287
2023-03-22,YT_CHANNEL,2,5
2023-03-22,YT_SEARCH,286,1053
2023-03-22,RELATED_VIDEO,55,324
2023-03-22,YT_OTHER_PAGE,28,75
2023-03-22,EXT_URL,51,103
2023-03-22,PLAYLIST,1,0
2023-03-23,NO_LINK_OTHER,10,102
2023-03-23,SUBSCRIBER,25,312
2023-03-23,YT_CHANNEL,6,7
2023-03-23,YT_SEARCH,247,971
2023-03-23,RELATED_VIDEO,49,265
2023-03-23,YT_OTHER_PAGE,28,115
2023-03-23,EXT_URL,47,87
2023-03-24,NO_LINK_OTHER,13,122
2023-03-24,SUBSCRIBER,33,145
2023-03-24,YT_CHANNEL,2,36
2023-03-24,YT_SEARCH,173,769
2023-03-24,RELATED_VIDEO,36,144
2023-03-24,YT_OTHER_PAGE,22,100
2023-03-24,EXT_URL,21,38
2023-03-25,NO_LINK_OTHER,16,96
2023-03-25,SUBSCRIBER,26,80
2023-03-25,YT_CHANNEL,5,2
2023-03-25,YT_SEARCH,194,816
2023-03-25,RELATED_VIDEO,24,116
2023-03-25,YT_OTHER_PAGE,22,98
2023-03-25,EXT_URL,36,84
2023-03-25,NOTIFICATION,2,4
2023-03-26,NO_LINK_OTHER,10,29
2023-03-26,SUBSCRIBER,22,92
2023-03-26,YT_CHANNEL,1,0
2023-03-26,YT_SEARCH,175,435
2023-03-26,RELATED_VIDEO,36,155
2023-03-26,YT_OTHER_PAGE,22,219
2023-03-26,EXT_URL,32,54
2023-03-26,PLAYLIST,1,3
2023-03-26,NOTIFICATION,1,1
2023-03-27,NO_LINK_OTHER,11,31
2023-03-27,SUBSCRIBER,16,30
2023-03-27,YT_CHANNEL,3,3
2023-03-27,YT_SEARCH,254,827
2023-03-27,RELATED_VIDEO,34,115
2023-03-27,YT_OTHER_PAGE,19,104
2023-03-27,EXT_URL,45,187
2023-03-27,PLAYLIST,1,37
2023-03-27,NOTIFICATION,1,0
2023-03-28,NO_LINK_OTHER,10,28
2023-03-28,SUBSCRIBER,15,25
2023-03-28,YT_SEARCH,282,1253
2023-03-28,RELATED_VIDEO,44,218
2023-03-28,YT_OTHER_PAGE,22,78
2023-03-28,EXT_URL,35,188
2023-03-28,END_SCREEN,1,0
2023-03-29,NO_LINK_OTHER,13,60
2023-03-29,SUBSCRIBER,16,43
2023-03-29,YT_CHANNEL,3,1
2023-03-29,YT_SEARCH,250,955
2023-03-29,RELATED_VIDEO,24,124
2023-03-29,YT_OTHER_PAGE,24,142
2023-03-29,EXT_URL,27,52
2023-03-29,PLAYLIST,1,0
2023-03-29,END_SCREEN,2,0
2023-03-30,NO_LINK_OTHER,10,30
2023-03-30,SUBSCRIBER,13,51
2023-03-30,YT_SEARCH,194,843
2023-03-30,RELATED_VIDEO,42,220
2023-03-30,YT_OTHER_PAGE,27,75
2023-03-30,EXT_URL,34,231
2023-03-30,PLAYLIST,1,48
2023-03-30,NOTIFICATION,1,0
2023-03-31,NO_LINK_OTHER,15,173
2023-03-31,SUBSCRIBER,15,124
2023-03-31,YT_CHANNEL,2,5
2023-03-31,YT_SEARCH,174,580
2023-03-31,RELATED_VIDEO,40,50
2023-03-31,YT_OTHER_PAGE,16,57
2023-03-31,EXT_URL,20,100
2023-03-31,PLAYLIST,1,3
2023-03-31,END_SCREEN,2,1
2023-04-01,NO_LINK_OTHER,5,29
2023-04-01,SUBSCRIBER,13,37
2023-04-01,YT_CHANNEL,1,0
2023-04-01,YT_SEARCH,150,492
2023-04-01,RELATED_VIDEO,40,157
2023-04-01,YT_OTHER_PAGE,18,85
2023-04-01,EXT_URL,28,94
2023-04-01,END_SCREEN,1,0
2023-04-02,NO_LINK_OTHER,19,118
2023-04-02,SUBSCRIBER,13,63
2023-04-02,YT_CHANNEL,4,0
2023-04-02,YT_SEARCH,238,772
2023-04-02,RELATED_VIDEO,47,439
2023-04-02,YT_OTHER_PAGE,13,42
2023-04-02,EXT_URL,18,103
2023-04-02,END_SCREEN,1,0
2023-04-03,NO_LINK_OTHER,13,78
2023-04-03,SUBSCRIBER,15,52
2023-04-03,YT_SEARCH,284,1040
2023-04-03,RELATED_VIDEO,41,157
2023-04-03,YT_OTHER_PAGE,15,73
2023-04-03,EXT_URL,45,65
2023-04-03,PLAYLIST,2,21
2023-04-03,END_SCREEN,2,0
2023-04-04,NO_LINK_OTHER,12,64
2023-04-04,SUBSCRIBER,16,35
2023-04-04,YT_SEARCH,254,796
2023-04-04,RELATED_VIDEO,40,177
2023-04-04,YT_OTHER_PAGE,15,112
2023-04-04,EXT_URL,28,79
2023-04-04,PLAYLIST,6,3
2023-04-05,NO_LINK_OTHER,17,44
2023-04-05,SUBSCRIBER,19,108
