day,insightTrafficSourceType,views,estimatedMinutesWatched
2019-09-27,NO_LINK_OTHER,0,0
2019-09-27,YT_SEARCH,2,1
2019-09-27,EXT_URL,1,2
2019-09-28,NO_LINK_OTHER,6,4
2019-09-28,YT_CHANNEL,4,8
2019-09-28,YT_SEARCH,3,3
2019-09-28,RELATED_VIDEO,1,2
2019-09-28,EXT_URL,7,12
2019-09-29,NO_LINK_OTHER,3,3
2019-09-29,YT_CHANNEL,6,13
2019-09-29,YT_SEARCH,4,9
2019-09-29,YT_OTHER_PAGE,1,1
2019-09-30,NO_LINK_OTHER,0,0
2019-09-30,SUBSCRIBER,1,1
2019-09-30,YT_CHANNEL,2,5
2019-09-30,YT_SEARCH,1,2
2019-09-30,RELATED_VIDEO,1,4
2019-10-01,NO_LINK_OTHER,2,3
2019-10-01,RELATED_VIDEO,2,2
2019-10-01,EXT_URL,4,6
2019-10-02,NO_LINK_OTHER,5,3
2019-10-02,YT_CHANNEL,1,1
2019-10-02,RELATED_VIDEO,1,0
2019-10-02,EXT_URL,1,0
2019-10-03,NO_LINK_OTHER,0,0
2019-10-03,YT_SEARCH,1,0
2019-10-05,YT_SEARCH,1,2
2019-10-06,NO_LINK_OTHER,1,0
2019-10-06,YT_SEARCH,1,0
2019-10-09,RELATED_VIDEO,2,0
2019-10-11,YT_SEARCH,1,0
2019-10-15,NO_LINK_OTHER,0,0
2019-10-15,YT_SEARCH,3,3
2019-10-15,YT_OTHER_PAGE,1,0
2019-10-16,YT_SEARCH,2,0
2019-10-17,RELATED_VIDEO,1,2
2019-10-18,YT_SEARCH,1,2
2019-10-19,NO_LINK_OTHER,9,8
2019-10-19,YT_SEARCH,1,0
2019-10-20,YT_SEARCH,1,2
2019-10-21,YT_SEARCH,1,0
2019-10-25,YT_SEARCH,3,6
2019-10-27,NO_LINK_OTHER,0,0
2019-10-27,YT_SEARCH,1,1
2019-10-27,EXT_URL,6,8
2019-10-31,NO_LINK_OTHER,1,0
2019-10-31,YT_SEARCH,1,0
2019-11-01,YT_SEARCH,1,0
2019-11-03,YT_SEARCH,1,2
2019-11-03,RELATED_VIDEO,1,1
2019-11-04,YT_SEARCH,2,2
2019-11-05,YT_SEARCH,1,2
2019-11-11,YT_SEARCH,2,4
2019-11-11,YT_OTHER_PAGE,1,0
2019-11-15,YT_SEARCH,1,3
2019-11-15,RELATED_VIDEO,1,0
2019-11-16,YT_SEARCH,1,0
2019-11-20,YT_SEARCH,1,3
2019-11-22,YT_OTHER_PAGE,1,0
2019-11-24,YT_SEARCH,1,1
2019-11-24,YT_OTHER_PAGE,1,1
2019-11-25,YT_SEARCH,1,2
2019-11-26,YT_SEARCH,1,1
2019-11-27,YT_SEARCH,2,2
2019-11-29,NO_LINK_OTHER,0,0
2019-11-29,YT_SEARCH,4,6
2019-12-01,YT_OTHER_PAGE,2,4
2019-12-02,NO_LINK_OTHER,0,0
2019-12-02,YT_OTHER_PAGE,3,10
2019-12-04,RELATED_VIDEO,3,0
2019-12-07,YT_SEARCH,1,0
2019-12-10,YT_SEARCH,1,0
2019-12-10,YT_OTHER_PAGE,1,0
2019-12-15,YT_SEARCH,2,1
2019-12-18,YT_SEARCH,2,6
2019-12-29,YT_SEARCH,1,2
2020-01-10,NO_LINK_OTHER,2,7
2020-01-11,NO_LINK_OTHER,0,0
2020-01-11,YT_SEARCH,2,0
2020-01-11,RELATED_VIDEO,2,8
2020-01-11,YT_OTHER_PAGE,2,4
2020-01-12,YT_SEARCH,1,3
2020-01-12,RELATED_VIDEO,1,4
2020-01-12,YT_OTHER_PAGE,1,0
2020-01-14,YT_SEARCH,1,0
2020-01-19,YT_SEARCH,2,4
2020-01-20,YT_SEARCH,2,1
2020-01-21,YT_SEARCH,1,0
2020-01-27,YT_SEARCH,1,0
2020-01-27,YT_OTHER_PAGE,1,1
2020-01-28,YT_SEARCH,1,4
2020-02-01,YT_OTHER_PAGE,1,2
2020-02-02,YT_SEARCH,3,6
2020-02-04,NO_LINK_OTHER,1,0
2020-02-04,SUBSCRIBER,4,0
2020-02-04,YT_SEARCH,1,0
2020-02-06,NO_LINK_OTHER,0,0
2020-02-06,RELATED_VIDEO,1,0
2020-02-07,YT_SEARCH,1,2
2020-02-07,RELATED_VIDEO,1,2
2020-02-09,YT_SEARCH,1,0
2020-02-09,RELATED_VIDEO,1,3
2020-02-11,YT_SEARCH,3,8
2020-02-12,YT_SEARCH,2,5
2020-02-15,YT_SEARCH,2,0
2020-02-16,YT_SEARCH,1,1
2020-02-18,RELATED_VIDEO,1,2
2020-02-20,YT_SEARCH,1,0
2020-02-21,YT_SEARCH,1,0
2020-02-23,YT_SEARCH,1,0
2020-02-25,NO_LINK_OTHER,0,0
2020-02-25,YT_SEARCH,1,4
2020-02-26,YT_SEARCH,2,4
2020-02-27,YT_SEARCH,1,2
2020-02-29,NO_LINK_OTHER,1,0
2020-02-29,YT_SEARCH,1,0
2020-03-02,EXT_URL,1,2
2020-03-05,YT_SEARCH,3,3
2020-03-10,YT_SEARCH,1,0
2020-03-12,NO_LINK_OTHER,0,0
2020-03-12,YT_SEARCH,1,4
2020-03-12,RELATED_VIDEO,2,0
2020-03-15,YT_SEARCH,1,2
2020-03-16,YT_SEARCH,2,3
2020-03-26,YT_SEARCH,1,2
2020-04-03,YT_SEARCH,1,0
2020-04-06,YT_SEARCH,1,0
2020-04-07,YT_SEARCH,1,0
2020-04-08,YT_SEARCH,1,3
2020-04-12,YT_SEARCH,1,0
2020-04-15,YT_SEARCH,1,0
2020-04-16,YT_SEARCH,1,0
2020-04-17,RELATED_VIDEO,1,1
2020-04-19,YT_SEARCH,2,0
2020-04-19,YT_OTHER_PAGE,1,0
2020-04-23,YT_SEARCH,1,0
2020-04-28,YT_SEARCH,11,22
2020-04-29,YT_SEARCH,2,4
2020-05-02,YT_SEARCH,1,0
2020-05-03,YT_SEARCH,3,2
2020-05-04,NO_LINK_OTHER,0,0
2020-05-04,YT_SEARCH,3,4
2020-05-04,YT_OTHER_PAGE,1,4
2020-05-10,YT_SEARCH,2,3
2020-05-11,YT_SEARCH,1,0
2020-05-13,YT_SEARCH,1,0
2020-05-14,YT_SEARCH,1,0
2020-05-15,YT_SEARCH,2,0
2020-05-22,YT_SEARCH,1,0
2020-05-23,YT_SEARCH,1,3
2020-05-27,YT_SEARCH,1,0
2020-05-27,YT_OTHER_PAGE,1,4
2020-05-28,YT_SEARCH,1,0
2020-05-28,RELATED_VIDEO,1,4
2020-05-31,YT_SEARCH,1,0
2020-06-01,YT_SEARCH,1,2
2020-06-03,YT_SEARCH,1,1
2020-06-04,NO_LINK_OTHER,0,0
2020-06-04,YT_SEARCH,1,2
2020-06-06,YT_SEARCH,1,0
2020-06-07,YT_SEARCH,1,0
2020-06-08,RELATED_VIDEO,1,3
2020-06-09,YT_SEARCH,1,1
2020-06-10,YT_SEARCH,1,2
2020-06-10,RELATED_VIDEO,2,5
2020-06-12,NO_LINK_OTHER,1,4
2020-06-15,YT_SEARCH,1,0
2020-06-16,YT_SEARCH,2,0
2020-06-19,YT_SEARCH,2,6
2020-06-21,YT_SEARCH,1,4
2020-06-22,YT_SEARCH,2,4
2020-06-23,YT_SEARCH,3,5
2020-06-24,YT_SEARCH,1,0
2020-06-24,RELATED_VIDEO,3,9
2020-06-24,YT_OTHER_PAGE,1,4
2020-06-25,NO_LINK_OTHER,0,0
2020-06-25,YT_CHANNEL,6,6
2020-06-25,YT_SEARCH,1,0
2020-06-25,RELATED_VIDEO,1,0
2020-06-27,EXT_URL,1,4
2020-06-28,YT_SEARCH,1,2
2020-06-29,YT_SEARCH,2,3
2020-07-02,RELATED_VIDEO,1,0
2020-07-03,YT_SEARCH,1,0
2020-07-06,YT_SEARCH,3,9
2020-07-07,YT_SEARCH,1,0
2020-07-07,YT_OTHER_PAGE,1,5
2020-07-08,YT_SEARCH,2,4
2020-07-09,YT_SEARCH,3,7
2020-07-12,YT_SEARCH,2,4
2020-07-16,NO_LINK_OTHER,0,0
2020-07-16,YT_SEARCH,1,6
2020-07-17,YT_SEARCH,1,0
2020-07-18,YT_SEARCH,1,0
2020-07-19,YT_SEARCH,1,1
2020-07-21,YT_SEARCH,2,0
2020-07-25,YT_SEARCH,1,0
2020-07-29,YT_SEARCH,1,4
2020-07-30,YT_SEARCH,2,0
2020-08-03,YT_SEARCH,1,4
2020-08-04,YT_SEARCH,1,0
2020-08-05,RELATED_VIDEO,2,4
2020-08-06,NO_LINK_OTHER,0,0
2020-08-06,YT_SEARCH,1,0
2020-08-06,YT_OTHER_PAGE,2,3
2020-08-07,YT_SEARCH,1,1
2020-08-08,NO_LINK_OTHER,1,3
2020-08-08,YT_SEARCH,1,1
2020-08-09,NO_LINK_OTHER,0,0
2020-08-09,YT_SEARCH,2,5
2020-08-09,YT_OTHER_PAGE,2,0
2020-08-10,RELATED_VIDEO,1,0
2020-08-10,EXT_URL,2,1
2020-08-12,NO_LINK_OTHER,0,0
2020-08-12,YT_SEARCH,1,0
2020-08-14,YT_SEARCH,1,4
2020-08-15,RELATED_VIDEO,1,0
2020-08-16,YT_SEARCH,1,7
2020-08-18,RELATED_VIDEO,2,3
2020-08-18,YT_OTHER_PAGE,1,0
2020-08-20,YT_SEARCH,1,4
2020-08-20,YT_OTHER_PAGE,1,4
2020-08-21,YT_OTHER_PAGE,1,0
2020-08-22,YT_SEARCH,1,2
2020-08-23,YT_SEARCH,2,5
2020-08-24,YT_SEARCH,1,0
2020-08-24,RELATED_VIDEO,1,2
2020-08-26,YT_SEARCH,2,7
2020-08-26,RELATED_VIDEO,3,0
2020-08-28,YT_SEARCH,1,1
2020-08-29,YT_SEARCH,1,0
2020-08-30,YT_SEARCH,4,10
2020-08-31,YT_SEARCH,2,4
2020-09-01,NO_LINK_OTHER,1,1
2020-09-01,YT_SEARCH,4,12
2020-09-02,RELATED_VIDEO,1,0
2020-09-03,YT_SEARCH,1,4
2020-09-04,YT_SEARCH,3,5
2020-09-04,RELATED_VIDEO,2,0
2020-09-05,YT_SEARCH,1,0
2020-09-07,YT_SEARCH,3,7
2020-09-08,YT_SEARCH,2,4
2020-09-09,YT_SEARCH,5,9
2020-09-10,YT_SEARCH,2,3
2020-09-11,YT_SEARCH,2,3
2020-09-11,RELATED_VIDEO,1,0
2020-09-12,YT_SEARCH,6,11
2020-09-13,YT_SEARCH,3,1
2020-09-14,YT_SEARCH,2,0
2020-09-15,NO_LINK_OTHER,0,0
2020-09-15,YT_SEARCH,4,12
2020-09-15,RELATED_VIDEO,1,1
2020-09-16,YT_SEARCH,2,6
2020-09-17,YT_SEARCH,6,9
2020-09-18,YT_SEARCH,2,5
2020-09-19,YT_SEARCH,5,4
2020-09-20,NO_LINK_OTHER,0,0
2020-09-20,YT_SEARCH,3,7
2020-09-20,YT_OTHER_PAGE,3,1
2020-09-21,YT_SEARCH,7,9
2020-09-21,YT_OTHER_PAGE,3,5
2020-09-22,YT_SEARCH,5,6
2020-09-22,RELATED_VIDEO,1,5
2020-09-22,YT_OTHER_PAGE,2,5
2020-09-23,NO_LINK_OTHER,0,0
2020-09-23,YT_SEARCH,5,21
2020-09-23,RELATED_VIDEO,4,7
2020-09-24,YT_SEARCH,5,11
2020-09-24,RELATED_VIDEO,1,0
2020-09-24,YT_OTHER_PAGE,1,0
2020-09-25,NO_LINK_OTHER,1,0
2020-09-25,RELATED_VIDEO,2,3
2020-09-25,YT_OTHER_PAGE,1,0
2020-09-26,YT_SEARCH,3,9
2020-09-26,RELATED_VIDEO,3,13
2020-09-27,NO_LINK_OTHER,1,0
2020-09-27,YT_SEARCH,3,6
2020-09-27,RELATED_VIDEO,4,10
2020-09-27,YT_OTHER_PAGE,1,3
2020-09-28,YT_SEARCH,2,6
2020-09-28,RELATED_VIDEO,2,1
2020-09-29,NO_LINK_OTHER,1,0
2020-09-29,YT_SEARCH,2,2
2020-09-29,RELATED_VIDEO,2,0
2020-09-30,YT_SEARCH,7,29
2020-09-30,RELATED_VIDEO,1,0
2020-10-01,YT_SEARCH,4,7
2020-10-01,RELATED_VIDEO,3,4
2020-10-02,SUBSCRIBER,1,0
2020-10-02,YT_SEARCH,4,6
2020-10-03,NO_LINK_OTHER,1,4
2020-10-03,SUBSCRIBER,3,0
2020-10-03,YT_SEARCH,1,4
2020-10-03,RELATED_VIDEO,4,13
2020-10-04,NO_LINK_OTHER,1,2
2020-10-04,YT_SEARCH,9,15
2020-10-04,RELATED_VIDEO,2,0
2020-10-05,YT_SEARCH,8,15
2020-10-05,RELATED_VIDEO,3,8
2020-10-05,YT_OTHER_PAGE,1,3
2020-10-05,EXT_URL,1,1
2020-10-06,NO_LINK_OTHER,1,0
2020-10-06,YT_SEARCH,6,7
2020-10-06,RELATED_VIDEO,1,1
2020-10-07,NO_LINK_OTHER,0,0
2020-10-07,YT_SEARCH,15,30
2020-10-07,RELATED_VIDEO,3,2
2020-10-07,YT_OTHER_PAGE,1,4
2020-10-08,YT_SEARCH,4,13
2020-10-08,RELATED_VIDEO,4,9
2020-10-08,YT_OTHER_PAGE,2,4
2020-10-09,YT_SEARCH,4,0
2020-10-09,RELATED_VIDEO,5,6
2020-10-09,YT_OTHER_PAGE,1,0
2020-10-10,NO_LINK_OTHER,0,0
2020-10-10,SUBSCRIBER,1,3
2020-10-10,YT_SEARCH,4,2
2020-10-10,RELATED_VIDEO,3,5
2020-10-10,YT_OTHER_PAGE,1,0
2020-10-11,SUBSCRIBER,2,3
2020-10-11,YT_CHANNEL,1,0
2020-10-11,YT_SEARCH,7,12
2020-10-11,RELATED_VIDEO,2,5
2020-10-12,YT_SEARCH,3,4
2020-10-12,RELATED_VIDEO,1,3
2020-10-13,YT_SEARCH,5,8
2020-10-13,RELATED_VIDEO,3,4
2020-10-14,YT_SEARCH,6,7
2020-10-14,RELATED_VIDEO,2,2
2020-10-15,YT_SEARCH,5,12
2020-10-15,RELATED_VIDEO,5,0
2020-10-16,YT_SEARCH,6,7
2020-10-17,YT_SEARCH,2,3
2020-10-17,YT_OTHER_PAGE,1,0
2020-10-18,YT_SEARCH,4,9
2020-10-18,RELATED_VIDEO,4,1
2020-10-19,YT_SEARCH,7,15
2020-10-19,RELATED_VIDEO,4,5
2020-10-20,NO_LINK_OTHER,1,0
2020-10-20,YT_SEARCH,7,7
2020-10-20,RELATED_VIDEO,3,0
2020-10-21,NO_LINK_OTHER,0,0
2020-10-21,SUBSCRIBER,1,0
2020-10-21,YT_SEARCH,3,7
2020-10-21,RELATED_VIDEO,2,8
2020-10-22,NO_LINK_OTHER,0,0
2020-10-22,YT_SEARCH,7,9
2020-10-22,RELATED_VIDEO,6,15
2020-10-23,YT_SEARCH,9,19
2020-10-23,RELATED_VIDEO,2,3
2020-10-24,NO_LINK_OTHER,0,0
2020-10-24,YT_SEARCH,2,1
2020-10-24,RELATED_VIDEO,2,3
2020-10-25,SUBSCRIBER,1,0
2020-10-25,YT_SEARCH,8,15
2020-10-25,RELATED_VIDEO,8,14
2020-10-26,NO_LINK_OTHER,0,0
2020-10-26,YT_SEARCH,14,33
2020-10-26,RELATED_VIDEO,1,4
2020-10-26,YT_OTHER_PAGE,3,4
2020-10-27,NO_LINK_OTHER,0,0
2020-10-27,YT_SEARCH,9,15
2020-10-27,RELATED_VIDEO,1,0
2020-10-27,YT_OTHER_PAGE,1,0
2020-10-27,EXT_URL,1,0
2020-10-28,YT_SEARCH,5,5
2020-10-28,RELATED_VIDEO,4,7
2020-10-28,YT_OTHER_PAGE,1,0
2020-10-29,YT_SEARCH,13,16
2020-10-29,RELATED_VIDEO,5,16
2020-10-29,YT_OTHER_PAGE,4,4
2020-10-30,YT_SEARCH,8,21
2020-10-30,RELATED_VIDEO,2,6
2020-10-31,YT_SEARCH,2,0
2020-10-31,RELATED_VIDEO,2,8
2020-10-31,YT_OTHER_PAGE,1,0
2020-11-01,NO_LINK_OTHER,0,0
2020-11-01,YT_SEARCH,4,3
2020-11-01,RELATED_VIDEO,2,1
2020-11-01,YT_OTHER_PAGE,4,11
2020-11-02,YT_SEARCH,9,4
2020-11-02,RELATED_VIDEO,2,4
2020-11-03,YT_SEARCH,10,14
2020-11-03,RELATED_VIDEO,1,0
2020-11-03,EXT_URL,1,0
2020-11-04,YT_SEARCH,6,6
2020-11-04,RELATED_VIDEO,1,4
2020-11-05,NO_LINK_OTHER,0,0
2020-11-05,YT_CHANNEL,4,3
2020-11-05,YT_SEARCH,10,14
2020-11-05,RELATED_VIDEO,7,8
2020-11-06,YT_SEARCH,10,12
2020-11-06,RELATED_VIDEO,1,0
2020-11-07,YT_CHANNEL,2,2
2020-11-07,YT_SEARCH,8,7
2020-11-07,RELATED_VIDEO,3,4
2020-11-07,YT_OTHER_PAGE,1,0
2020-11-08,NO_LINK_OTHER,0,0
2020-11-08,YT_SEARCH,7,5
2020-11-09,NO_LINK_OTHER,1,5
2020-11-09,YT_SEARCH,4,1
2020-11-09,RELATED_VIDEO,1,6
2020-11-09,EXT_URL,1,1
2020-11-09,PLAYLIST,3,5
2020-11-10,NO_LINK_OTHER,1,5
2020-11-10,YT_SEARCH,2,6
2020-11-11,SUBSCRIBER,1,0
2020-11-11,YT_SEARCH,3,3
2020-11-11,RELATED_VIDEO,3,2
2020-11-11,EXT_URL,1,4
2020-11-12,YT_CHANNEL,2,0
2020-11-12,YT_SEARCH,11,19
2020-11-12,RELATED_VIDEO,1,1
2020-11-12,EXT_URL,1,1
2020-11-13,YT_SEARCH,1,0
2020-11-13,RELATED_VIDEO,1,0
2020-11-14,YT_SEARCH,7,7
2020-11-14,RELATED_VIDEO,1,4
2020-11-15,NO_LINK_OTHER,0,0
2020-11-15,SUBSCRIBER,1,2
2020-11-15,YT_SEARCH,7,18
2020-11-16,NO_LINK_OTHER,0,0
2020-11-16,YT_SEARCH,4,6
2020-11-17,YT_SEARCH,6,6
2020-11-17,YT_OTHER_PAGE,1,0
2020-11-18,YT_SEARCH,7,7
2020-11-18,RELATED_VIDEO,1,0
2020-11-19,NO_LINK_OTHER,0,0
2020-11-19,YT_SEARCH,8,16
2020-11-20,YT_SEARCH,5,16
2020-11-20,RELATED_VIDEO,3,16
2020-11-21,NO_LINK_OTHER,0,0
2020-11-21,YT_SEARCH,4,10
2020-11-21,EXT_URL,1,2
2020-11-21,PLAYLIST,2,2
2020-11-22,YT_SEARCH,3,3
2020-11-22,YT_OTHER_PAGE,1,0
2020-11-23,YT_SEARCH,4,8
2020-11-23,RELATED_VIDEO,1,0
2020-11-24,NO_LINK_OTHER,0,0
2020-11-24,YT_SEARCH,5,10
2020-11-24,RELATED_VIDEO,5,19
2020-11-24,YT_OTHER_PAGE,2,0
2020-11-25,YT_SEARCH,4,7
2020-11-26,YT_SEARCH,9,6
2020-11-26,YT_OTHER_PAGE,2,1
2020-11-27,YT_SEARCH,5,12
2020-11-27,RELATED_VIDEO,2,1
2020-11-27,YT_OTHER_PAGE,1,3
2020-11-28,NO_LINK_OTHER,0,0
2020-11-28,YT_SEARCH,7,15
2020-11-28,RELATED_VIDEO,2,3
2020-11-29,NO_LINK_OTHER,0,0
2020-11-29,YT_CHANNEL,2,3
2020-11-29,YT_SEARCH,9,17
2020-11-29,RELATED_VIDEO,1,2
2020-11-29,NOTIFICATION,2,5
2020-11-29,END_SCREEN,1,0
2020-11-30,SUBSCRIBER,2,4
2020-11-30,YT_SEARCH,4,9
2020-12-01,YT_SEARCH,3,3
2020-12-01,RELATED_VIDEO,3,7
2020-12-02,NO_LINK_OTHER,0,0
2020-12-02,SUBSCRIBER,2,6
2020-12-02,YT_SEARCH,10,9
2020-12-02,RELATED_VIDEO,2,3
2020-12-02,EXT_URL,1,1
2020-12-03,YT_SEARCH,1,0
2020-12-04,NO_LINK_OTHER,0,0
2020-12-04,SUBSCRIBER,1,2
2020-12-04,YT_SEARCH,3,7
2020-12-04,RELATED_VIDEO,1,4
2020-12-04,YT_OTHER_PAGE,1,1
2020-12-04,END_SCREEN,1,0
2020-12-05,NO_LINK_OTHER,0,0
2020-12-05,SUBSCRIBER,1,2
2020-12-05,YT_SEARCH,3,8
2020-12-05,RELATED_VIDEO,4,10
2020-12-05,YT_OTHER_PAGE,1,0
2020-12-06,NO_LINK_OTHER,0,0
2020-12-06,YT_SEARCH,8,12
2020-12-06,YT_OTHER_PAGE,1,2
2020-12-07,NO_LINK_OTHER,2,3
2020-12-07,YT_SEARCH,5,1
2020-12-07,RELATED_VIDEO,2,2
2020-12-07,YT_OTHER_PAGE,3,1
2020-12-08,NO_LINK_OTHER,0,0
2020-12-08,SUBSCRIBER,1,0
2020-12-08,YT_CHANNEL,1,0
2020-12-08,YT_SEARCH,11,19
2020-12-08,YT_OTHER_PAGE,7,7
2020-12-09,NO_LINK_OTHER,0,0
2020-12-09,YT_SEARCH,8,11
2020-12-09,RELATED_VIDEO,7,15
2020-12-09,YT_OTHER_PAGE,2,0
2020-12-09,END_SCREEN,1,0
2020-12-10,YT_SEARCH,1,0
2020-12-11,NO_LINK_OTHER,1,5
2020-12-11,SUBSCRIBER,7,17
2020-12-11,YT_CHANNEL,1,5
2020-12-11,YT_SEARCH,21,36
2020-12-11,RELATED_VIDEO,19,37
2020-12-11,EXT_URL,1,4
2020-12-11,PLAYLIST,1,0
2020-12-11,NOTIFICATION,1,5
2020-12-11,END_SCREEN,6,10
2020-12-12,NO_LINK_OTHER,1,1
2020-12-12,SUBSCRIBER,5,15
2020-12-12,YT_CHANNEL,3,3
2020-12-12,YT_SEARCH,8,16
2020-12-12,RELATED_VIDEO,8,12
2020-12-12,YT_OTHER_PAGE,4,14
2020-12-12,EXT_URL,13,8
2020-12-12,NOTIFICATION,1,2
2020-12-12,END_SCREEN,1,0
2020-12-13,NO_LINK_OTHER,0,0
2020-12-13,YT_SEARCH,13,19
2020-12-13,RELATED_VIDEO,4,10
2020-12-13,YT_OTHER_PAGE,3,5
2020-12-13,EXT_URL,5,4
2020-12-14,NO_LINK_OTHER,1,1
2020-12-14,YT_CHANNEL,1,4
2020-12-14,YT_SEARCH,8,18
2020-12-14,RELATED_VIDEO,5,11
2020-12-14,YT_OTHER_PAGE,2,0
2020-12-15,NO_LINK_OTHER,1,0
2020-12-15,SUBSCRIBER,3,5
2020-12-15,YT_CHANNEL,2,0
2020-12-15,YT_SEARCH,7,14
2020-12-15,RELATED_VIDEO,7,12
2020-12-15,EXT_URL,5,2
2020-12-15,ANNOTATION,2,5
2020-12-15,PLAYLIST,1,3
2020-12-15,END_SCREEN,9,23
2020-12-16,NO_LINK_OTHER,0,0
2020-12-16,SUBSCRIBER,1,0
2020-12-16,YT_SEARCH,12,21
2020-12-16,RELATED_VIDEO,1,0
2020-12-16,YT_OTHER_PAGE,3,0
2020-12-17,NO_LINK_OTHER,2,0
2020-12-17,YT_CHANNEL,1,2
2020-12-17,YT_SEARCH,12,25
2020-12-17,RELATED_VIDEO,3,6
2020-12-18,NO_LINK_OTHER,0,0
2020-12-18,YT_SEARCH,6,20
2020-12-18,END_SCREEN,1,0
2020-12-19,NO_LINK_OTHER,0,0
2020-12-19,SUBSCRIBER,1,0
2020-12-19,YT_SEARCH,4,7
2020-12-19,RELATED_VIDEO,5,11
2020-12-20,NO_LINK_OTHER,0,0
2020-12-20,SUBSCRIBER,1,0
2020-12-20,YT_SEARCH,3,2
2020-12-20,RELATED_VIDEO,2,1
2020-12-20,YT_OTHER_PAGE,5,9
2020-12-20,EXT_URL,1,0
2020-12-21,NO_LINK_OTHER,0,0
2020-12-21,YT_SEARCH,16,16
2020-12-21,RELATED_VIDEO,3,6
2020-12-21,YT_OTHER_PAGE,1,7
2020-12-21,EXT_URL,1,0
2020-12-22,NO_LINK_OTHER,0,0
2020-12-22,SUBSCRIBER,1,0
2020-12-22,YT_SEARCH,7,10
2020-12-22,RELATED_VIDEO,6,15
2020-12-22,YT_OTHER_PAGE,1,0
2020-12-22,EXT_URL,2,4
2020-12-23,NO_LINK_OTHER,1,2
2020-12-23,SUBSCRIBER,5,7
2020-12-23,YT_CHANNEL,6,2
2020-12-23,YT_SEARCH,16,20
2020-12-23,RELATED_VIDEO,1,0
2020-12-24,NO_LINK_OTHER,0,0
2020-12-24,YT_SEARCH,6,3
2020-12-25,NO_LINK_OTHER,0,0
2020-12-25,YT_SEARCH,5,6
2020-12-25,RELATED_VIDEO,1,3
2020-12-26,NO_LINK_OTHER,0,0
2020-12-26,YT_SEARCH,5,7
2020-12-26,RELATED_VIDEO,1,0
2020-12-26,YT_OTHER_PAGE,1,0
2020-12-27,NO_LINK_OTHER,0,0
2020-12-27,YT_SEARCH,10,17
2020-12-27,RELATED_VIDEO,6,12
2020-12-27,PLAYLIST,22,70
2020-12-27,END_SCREEN,3,0
2020-12-28,NO_LINK_OTHER,1,0
2020-12-28,SUBSCRIBER,2,1
2020-12-28,YT_SEARCH,8,6
2020-12-28,RELATED_VIDEO,1,0
2020-12-28,YT_OTHER_PAGE,1,0
2020-12-28,EXT_URL,1,2
2020-12-29,NO_LINK_OTHER,0,0
2020-12-29,YT_SEARCH,6,8
2020-12-29,RELATED_VIDEO,2,0
2020-12-29,EXT_URL,2,4
2020-12-30,NO_LINK_OTHER,0,0
2020-12-30,YT_CHANNEL,1,0
2020-12-30,YT_SEARCH,8,3
2020-12-30,RELATED_VIDEO,2,2
2020-12-30,EXT_URL,1,4
2020-12-31,NO_LINK_OTHER,2,0
2020-12-31,YT_SEARCH,1,5
2020-12-31,RELATED_VIDEO,2,4
2020-12-31,YT_OTHER_PAGE,1,2
2020-12-31,EXT_URL,1,0
2021-01-01,YT_SEARCH,2,2
2021-01-01,RELATED_VIDEO,1,0
2021-01-02,NO_LINK_OTHER,0,0
2021-01-02,YT_CHANNEL,1,0
2021-01-02,YT_SEARCH,8,14
2021-01-02,RELATED_VIDEO,1,0
2021-01-03,NO_LINK_OTHER,0,0
2021-01-03,YT_SEARCH,6,13
2021-01-03,RELATED_VIDEO,1,2
2021-01-03,EXT_URL,1,1
2021-01-04,NO_LINK_OTHER,0,0
2021-01-04,YT_SEARCH,7,11
2021-01-04,RELATED_VIDEO,4,12
2021-01-05,NO_LINK_OTHER,0,0
2021-01-05,SUBSCRIBER,1,0
2021-01-05,YT_SEARCH,3,2
2021-01-05,RELATED_VIDEO,1,0
2021-01-06,NO_LINK_OTHER,1,1
2021-01-06,SUBSCRIBER,2,7
2021-01-06,YT_SEARCH,7,7
2021-01-06,RELATED_VIDEO,5,9
2021-01-07,NO_LINK_OTHER,0,0
2021-01-07,SUBSCRIBER,1,0
2021-01-07,YT_SEARCH,5,15
2021-01-07,RELATED_VIDEO,1,1
2021-01-08,NO_LINK_OTHER,1,1
2021-01-08,YT_SEARCH,8,11
2021-01-08,RELATED_VIDEO,1,2
2021-01-09,NO_LINK_OTHER,0,0
2021-01-09,SUBSCRIBER,2,4
2021-01-09,YT_SEARCH,2,1
2021-01-09,RELATED_VIDEO,4,5
2021-01-10,NO_LINK_OTHER,1,0
2021-01-10,YT_SEARCH,5,9
2021-01-10,RELATED_VIDEO,4,13
2021-01-10,YT_OTHER_PAGE,2,0
2021-01-10,PLAYLIST,1,0
2021-01-11,NO_LINK_OTHER,0,0
2021-01-11,SUBSCRIBER,3,10
2021-01-11,YT_SEARCH,16,27
2021-01-11,YT_OTHER_PAGE,1,3
2021-01-12,NO_LINK_OTHER,0,0
2021-01-12,YT_SEARCH,11,12
2021-01-12,RELATED_VIDEO,1,2
2021-01-13,NO_LINK_OTHER,0,0
2021-01-13,YT_SEARCH,3,7
2021-01-13,RELATED_VIDEO,3,3
2021-01-13,YT_OTHER_PAGE,1,3
2021-01-13,EXT_URL,2,2
2021-01-14,NO_LINK_OTHER,0,0
2021-01-14,SUBSCRIBER,1,2
2021-01-14,YT_SEARCH,20,34
2021-01-14,RELATED_VIDEO,7,6
